payment_id,invoice_id,customer_id,payment_date,amount_cents,method,reference_number,applied
942,464.0,38,2025-12-06,51248,ACH,REF-000942,True
943,465.0,38,2025-10-17,405278,Wire,REF-000943,True
944,465.0,38,2025-10-04,683078,Card,REF-000944,True
945,466.0,38,2025-11-19,358915,Wire,REF-000945,True
946,466.0,38,2025-11-23,519768,ACH,REF-000946,True
947,467.0,38,2025-11-08,63655,Check,REF-000947,True
948,467.0,38,2025-11-27,29302,ACH,REF-000948,True
949,467.0,38,2025-11-28,57215,Card,REF-000949,True
950,468.0,38,2025-09-12,314511,Wire,REF-000950,True
951,468.0,38,2025-09-16,121162,Wire,REF-000951,True
952,468.0,38,2025-09-28,113160,ACH,REF-000952,True
953,469.0,38,2025-10-11,87978,ACH,REF-000953,True
954,469.0,38,2025-09-10,134010,Wire,REF-000954,True
955,469.0,38,2025-09-12,168505,Wire,REF-000955,True
956,470.0,39,2025-10-19,745545,Check,REF-000956,True
957,470.0,39,2025-10-11,867581,ACH,REF-000957,True
958,471.0,39,2025-12-31,94167,Wire,REF-000958,True
959,472.0,39,2025-09-05,781044,Check,REF-000959,True
960,472.0,39,2025-08-17,472152,Check,REF-000960,True
961,472.0,39,2025-08-21,1195546,Card,REF-000961,True
962,473.0,39,2025-12-19,44963,Card,REF-000962,True
963,473.0,39,2025-12-13,38701,Check,REF-000963,True
964,473.0,39,2025-11-18,59797,Card,REF-000964,True
965,474.0,39,2025-10-23,703186,ACH,REF-000965,True
966,475.0,39,2025-09-21,585897,Check,REF-000966,True
967,475.0,39,2025-08-09,2204836,Wire,REF-000967,True
968,476.0,39,2025-09-29,2146180,ACH,REF-000968,True
969,476.0,39,2025-11-20,1824519,Check,REF-000969,True
970,477.0,39,2025-11-05,84313,ACH,REF-000970,True
971,478.0,39,2025-10-12,177395,Check,REF-000971,True
972,478.0,39,2025-09-05,440042,Check,REF-000972,True
973,479.0,39,2025-11-20,91933,ACH,REF-000973,True
974,479.0,39,2025-12-11,217133,Check,REF-000974,True
975,480.0,40,2026-01-17,1229420,Wire,REF-000975,True
976,480.0,40,2026-01-14,637034,ACH,REF-000976,True
977,480.0,40,2025-12-17,600807,Wire,REF-000977,True
978,481.0,40,2026-01-19,703692,Wire,REF-000978,True
979,481.0,40,2025-12-14,1102311,Card,REF-000979,True
980,482.0,40,2025-09-26,462632,ACH,REF-000980,True
981,483.0,40,2025-09-11,441255,ACH,REF-000981,True
982,484.0,40,2025-12-05,9929,ACH,REF-000982,True
983,484.0,40,2025-11-15,8306,Check,REF-000983,True
984,484.0,40,2025-10-28,8120,ACH,REF-000984,True
985,485.0,40,2025-11-10,268895,Check,REF-000985,True
986,485.0,40,2025-09-26,301199,Check,REF-000986,True
987,486.0,40,2025-09-27,875395,Card,REF-000987,True
988,487.0,40,2025-11-22,23400,Check,REF-000988,True
989,488.0,40,2025-10-11,947537,Check,REF-000989,True
990,489.0,40,2025-10-22,625743,ACH,REF-000990,True
991,489.0,40,2025-10-11,417714,ACH,REF-000991,True
992,490.0,40,2025-12-21,463752,Check,REF-000992,True
993,490.0,40,2026-01-15,346622,ACH,REF-000993,True
994,490.0,40,2026-01-11,241863,Wire,REF-000994,True
995,491.0,40,2025-11-01,420899,Wire,REF-000995,True
996,492.0,40,2025-09-06,343340,Card,REF-000996,True
997,493.0,40,2026-01-05,241321,Card,REF-000997,True
998,493.0,40,2025-12-27,855867,ACH,REF-000998,True
999,494.0,40,2025-12-01,930953,Wire,REF-000999,True
1000,495.0,40,2025-11-18,61296,ACH,REF-001000,True
1001,495.0,40,2025-10-14,47319,Card,REF-001001,True
1002,495.0,40,2025-12-10,70611,Card,REF-001002,True
1003,496.0,40,2025-11-15,386475,Card,REF-001003,True
1004,496.0,40,2025-11-29,369340,ACH,REF-001004,True
1005,497.0,40,2025-10-11,338431,Wire,REF-001005,True
1006,497.0,40,2025-12-05,591027,ACH,REF-001006,True
1007,498.0,40,2025-09-15,1074867,Card,REF-001007,True
1008,499.0,40,2025-09-19,47533,Card,REF-001008,True
1009,499.0,40,2025-09-13,28545,ACH,REF-001009,True
1010,499.0,40,2025-09-09,75191,Wire,REF-001010,True
1011,500.0,41,2025-11-15,924308,Check,REF-001011,True
1012,500.0,41,2025-09-25,579520,Card,REF-001012,True
1013,500.0,41,2025-10-06,544976,ACH,REF-001013,True
1014,501.0,41,2025-10-24,63728,Check,REF-001014,True
1015,501.0,41,2025-10-14,35013,Card,REF-001015,True
1016,501.0,41,2025-09-26,135675,ACH,REF-001016,True
1017,502.0,41,2025-11-25,1064833,Card,REF-001017,True
1018,503.0,41,2025-08-28,190728,ACH,REF-001018,True
1019,503.0,41,2025-09-28,141378,Check,REF-001019,True
1020,504.0,41,2025-10-20,66920,Wire,REF-001020,True
1021,504.0,41,2025-11-19,47218,Wire,REF-001021,True
1022,505.0,41,2025-11-14,175379,Wire,REF-001022,True
1023,506.0,41,2025-10-30,1475510,ACH,REF-001023,True
1024,507.0,41,2025-11-02,1375232,Check,REF-001024,True
1025,507.0,41,2025-11-21,1073346,Check,REF-001025,True
1026,508.0,41,2025-09-29,178935,Card,REF-001026,True
1027,508.0,41,2025-11-05,282652,Wire,REF-001027,True
1028,508.0,41,2025-10-05,216822,Wire,REF-001028,True
1029,509.0,41,2025-11-17,382491,Wire,REF-001029,True
1030,510.0,41,2025-12-26,45729,Wire,REF-001030,True
1031,510.0,41,2025-11-12,17096,Check,REF-001031,True
1032,510.0,41,2025-12-16,57661,ACH,REF-001032,True
1033,511.0,41,2025-09-22,586553,ACH,REF-001033,True
1034,511.0,41,2025-09-18,1186570,Card,REF-001034,True
1035,512.0,41,2025-09-09,1705925,Wire,REF-001035,True
1036,512.0,41,2025-09-20,1400660,ACH,REF-001036,True
1037,513.0,41,2025-08-22,681270,ACH,REF-001037,True
1038,513.0,41,2025-09-10,420109,ACH,REF-001038,True
1039,513.0,41,2025-09-06,300254,ACH,REF-001039,True
1040,514.0,41,2025-10-06,302763,ACH,REF-001040,True
1041,514.0,41,2025-10-01,610711,Card,REF-001041,True
1042,515.0,41,2025-10-18,797372,ACH,REF-001042,True
1043,515.0,41,2025-10-08,1806420,Card,REF-001043,True
1044,516.0,42,2025-10-17,140963,Check,REF-001044,True
1045,516.0,42,2025-09-12,68512,ACH,REF-001045,True
1046,516.0,42,2025-09-17,50710,Card,REF-001046,True
1047,517.0,42,2025-09-12,957693,Check,REF-001047,True
1048,517.0,42,2025-08-22,552176,Check,REF-001048,True
1049,517.0,42,2025-08-16,860694,Wire,REF-001049,True
1050,518.0,42,2026-01-01,105123,Check,REF-001050,True
1051,519.0,42,2025-11-15,190708,Card,REF-001051,True
1052,519.0,42,2025-10-18,584022,ACH,REF-001052,True
1053,520.0,42,2025-08-26,774309,Check,REF-001053,True
1054,520.0,42,2025-09-04,437141,Wire,REF-001054,True
1055,520.0,42,2025-08-27,428248,Wire,REF-001055,True
1056,521.0,42,2025-09-09,499349,Card,REF-001056,True
1057,521.0,42,2025-08-14,863398,Card,REF-001057,True
1058,522.0,42,2025-12-13,63952,Card,REF-001058,True
1059,522.0,42,2025-12-05,35292,Card,REF-001059,True
1060,522.0,42,2025-12-08,39970,Wire,REF-001060,True
1061,523.0,42,2025-11-26,199069,ACH,REF-001061,True
1062,523.0,42,2025-11-19,231978,Card,REF-001062,True
1063,523.0,42,2026-01-02,269628,Card,REF-001063,True
1064,524.0,42,2025-10-19,381416,Card,REF-001064,True
1065,524.0,42,2025-11-07,780641,Check,REF-001065,True
1066,525.0,42,2025-10-27,66092,Card,REF-001066,True
1067,525.0,42,2025-09-09,55022,Wire,REF-001067,True
1068,525.0,42,2025-10-27,53607,ACH,REF-001068,True
1069,526.0,43,2025-09-11,414983,ACH,REF-001069,True
1070,527.0,43,2025-11-27,876097,Card,REF-001070,True
1071,527.0,43,2025-11-23,299899,Wire,REF-001071,True
1072,527.0,43,2025-12-27,878019,Card,REF-001072,True
1073,528.0,43,2026-01-02,911336,Card,REF-001073,True
1074,528.0,43,2025-11-23,2155297,ACH,REF-001074,True
1075,529.0,43,2025-11-10,552420,Check,REF-001075,True
1076,529.0,43,2025-11-23,774536,Check,REF-001076,True
1077,530.0,43,2025-11-12,1486025,Wire,REF-001077,True
1078,531.0,43,2025-10-17,288250,Check,REF-001078,True
1079,532.0,43,2025-09-01,954123,Wire,REF-001079,True
1080,532.0,43,2025-09-23,441120,Wire,REF-001080,True
1081,532.0,43,2025-08-24,345006,Card,REF-001081,True
1082,533.0,43,2025-10-10,160656,Card,REF-001082,True
1083,533.0,43,2025-10-08,203914,Check,REF-001083,True
1084,534.0,43,2026-01-25,1038437,ACH,REF-001084,True
1085,535.0,44,2025-09-27,638055,Card,REF-001085,True
1086,535.0,44,2025-10-08,1884027,Card,REF-001086,True
1087,536.0,44,2025-10-12,65108,ACH,REF-001087,True
1088,537.0,44,2025-09-19,381178,Check,REF-001088,True
1089,537.0,44,2025-11-14,598638,ACH,REF-001089,True
1090,538.0,44,2025-11-26,336324,Check,REF-001090,True
1091,538.0,44,2025-11-30,1246920,Wire,REF-001091,True
1092,539.0,44,2025-09-10,34066,Card,REF-001092,True
1093,539.0,44,2025-09-06,48338,ACH,REF-001093,True
1094,539.0,44,2025-10-31,63584,Check,REF-001094,True
1095,540.0,44,2025-10-05,687890,Check,REF-001095,True
1096,541.0,44,2025-10-26,871124,Check,REF-001096,True
1097,542.0,44,2025-11-23,334980,Check,REF-001097,True
1098,542.0,44,2025-12-08,347070,Card,REF-001098,True
1099,542.0,44,2025-12-15,302442,Check,REF-001099,True
1100,543.0,44,2025-11-29,916271,Check,REF-001100,True
1101,544.0,44,2025-12-14,19386,Check,REF-001101,True
1102,544.0,44,2025-12-07,50699,ACH,REF-001102,True
1103,545.0,44,2025-12-08,1245496,Check,REF-001103,True
1104,546.0,44,2025-09-21,637257,Card,REF-001104,True
1105,546.0,44,2025-10-16,266230,Check,REF-001105,True
1106,546.0,44,2025-08-23,239222,ACH,REF-001106,True
1107,547.0,44,2025-09-12,220426,Card,REF-001107,True
1108,547.0,44,2025-09-02,198504,Card,REF-001108,True
1109,547.0,44,2025-09-05,135831,Check,REF-001109,True
1110,548.0,44,2025-10-10,104600,Card,REF-001110,True
1111,549.0,44,2025-11-22,68293,Wire,REF-001111,True
1112,549.0,44,2025-11-28,88810,Wire,REF-001112,True
1113,550.0,44,2025-11-21,59692,Card,REF-001113,True
1114,551.0,44,2025-11-05,2059202,ACH,REF-001114,True
1115,552.0,44,2025-08-22,457151,Card,REF-001115,True
1116,553.0,44,2025-12-22,1028336,Wire,REF-001116,True
1117,554.0,45,2025-10-07,84075,Wire,REF-001117,True
1118,554.0,45,2025-09-13,43424,Check,REF-001118,True
1119,554.0,45,2025-08-24,110524,ACH,REF-001119,True
1120,555.0,45,2025-09-01,711198,Wire,REF-001120,True
1121,555.0,45,2025-09-08,434003,ACH,REF-001121,True
1122,555.0,45,2025-08-25,692049,Wire,REF-001122,True
1123,556.0,45,2025-10-28,600846,ACH,REF-001123,True
1124,556.0,45,2025-09-16,472392,Check,REF-001124,True
1125,557.0,45,2025-09-18,220385,ACH,REF-001125,True
1126,557.0,45,2025-09-28,482603,Check,REF-001126,True
1127,558.0,45,2025-12-13,915987,Wire,REF-001127,True
1128,558.0,45,2025-12-02,476010,Card,REF-001128,True
1129,558.0,45,2025-11-23,1341260,Check,REF-001129,True
1130,559.0,45,2026-01-25,88262,Card,REF-001130,True
1131,560.0,45,2025-10-09,106126,Card,REF-001131,True
1132,560.0,45,2025-08-19,46117,Card,REF-001132,True
1133,560.0,45,2025-08-25,81022,Card,REF-001133,True
1134,561.0,45,2025-09-16,957650,Check,REF-001134,True
1135,562.0,45,2025-10-26,526224,Check,REF-001135,True
1136,562.0,45,2025-11-14,1098233,ACH,REF-001136,True
1137,563.0,45,2025-10-21,1712988,Check,REF-001137,True
1138,564.0,45,2025-12-17,87038,Wire,REF-001138,True
1139,564.0,45,2025-12-23,112138,Wire,REF-001139,True
1140,565.0,45,2025-11-15,329916,Check,REF-001140,True
1141,565.0,45,2025-12-23,93183,ACH,REF-001141,True
1142,565.0,45,2025-11-05,317685,Wire,REF-001142,True
1143,566.0,45,2025-11-12,1871992,Card,REF-001143,True
1144,567.0,45,2025-11-11,134442,Check,REF-001144,True
1145,567.0,45,2025-11-20,337587,ACH,REF-001145,True
1146,568.0,45,2025-11-11,508785,Check,REF-001146,True
1147,568.0,45,2025-11-28,885504,Card,REF-001147,True
1148,568.0,45,2025-11-12,853671,Check,REF-001148,True
1149,569.0,45,2025-12-21,35948,Card,REF-001149,True
1150,569.0,45,2025-12-10,118356,ACH,REF-001150,True
1151,570.0,46,2025-10-23,188651,Wire,REF-001151,True
1152,571.0,46,2025-12-09,73244,Check,REF-001152,True
1153,571.0,46,2026-01-05,36893,ACH,REF-001153,True
1154,571.0,46,2025-11-18,36079,Check,REF-001154,True
1155,572.0,46,2026-01-18,1131382,Check,REF-001155,True
1156,572.0,46,2025-12-12,534878,Card,REF-001156,True
1157,572.0,46,2026-01-12,621664,Wire,REF-001157,True
1158,573.0,46,2025-11-13,135183,Check,REF-001158,True
1159,574.0,46,2025-10-13,1423778,Card,REF-001159,True
1160,574.0,46,2025-10-09,2115647,Check,REF-001160,True
1161,575.0,46,2025-12-17,740896,Check,REF-001161,True
1162,576.0,46,2025-08-23,1212260,Wire,REF-001162,True
1163,576.0,46,2025-09-15,1792765,Wire,REF-001163,True
1164,577.0,47,2025-11-10,139120,ACH,REF-001164,True
1165,577.0,47,2025-11-12,168882,Card,REF-001165,True
1166,578.0,47,2025-12-14,466854,Card,REF-001166,True
1167,578.0,47,2025-11-29,422123,Card,REF-001167,True
1168,578.0,47,2025-12-07,329007,Check,REF-001168,True
1169,579.0,47,2025-10-02,582242,Wire,REF-001169,True
1170,580.0,47,2025-09-04,491210,Wire,REF-001170,True
1171,581.0,47,2025-10-15,268014,ACH,REF-001171,True
1172,581.0,47,2025-10-30,674996,ACH,REF-001172,True
1173,582.0,47,2025-11-12,586762,Check,REF-001173,True
1174,583.0,47,2025-09-20,121450,Wire,REF-001174,True
1175,583.0,47,2025-08-29,69155,ACH,REF-001175,True
1176,583.0,47,2025-08-20,87296,Wire,REF-001176,True
1177,584.0,47,2025-11-25,508108,Card,REF-001177,True
1178,585.0,47,2025-10-10,1120208,ACH,REF-001178,True
1179,585.0,47,2025-09-07,455550,Wire,REF-001179,True
1180,585.0,47,2025-10-25,443924,Check,REF-001180,True
1181,586.0,47,2025-12-31,770812,ACH,REF-001181,True
1182,586.0,47,2025-12-12,630678,ACH,REF-001182,True
1183,587.0,47,2025-09-26,531158,Card,REF-001183,True
1184,587.0,47,2025-09-18,457578,Card,REF-001184,True
1185,587.0,47,2025-10-05,426009,Wire,REF-001185,True
1186,588.0,47,2025-10-29,145017,Check,REF-001186,True
1187,588.0,47,2025-11-28,137859,ACH,REF-001187,True
1188,589.0,47,2025-11-09,387398,Check,REF-001188,True
1189,589.0,47,2025-11-20,124217,ACH,REF-001189,True
1190,589.0,47,2025-10-31,174166,ACH,REF-001190,True
1191,590.0,48,2025-10-23,885185,Card,REF-001191,True
1192,590.0,48,2025-10-13,1739378,ACH,REF-001192,True
1193,591.0,48,2025-12-09,537935,Check,REF-001193,True
1194,591.0,48,2025-10-14,668184,Wire,REF-001194,True
1195,591.0,48,2025-12-05,1256643,Wire,REF-001195,True
1196,592.0,48,2025-10-15,232758,Card,REF-001196,True
1197,592.0,48,2025-12-16,231392,Card,REF-001197,True
1198,593.0,48,2025-10-03,1002563,Check,REF-001198,True
1199,593.0,48,2025-10-18,676633,Check,REF-001199,True
1200,593.0,48,2025-10-05,599593,ACH,REF-001200,True
1201,594.0,48,2025-10-02,1181906,Check,REF-001201,True
1202,595.0,48,2025-11-30,995494,Wire,REF-001202,True
1203,595.0,48,2026-01-17,745603,Wire,REF-001203,True
1204,596.0,48,2025-11-09,1082225,Card,REF-001204,True
1205,597.0,48,2025-08-28,1514696,ACH,REF-001205,True
1206,597.0,48,2025-08-08,534170,Wire,REF-001206,True
1207,597.0,48,2025-10-02,504532,Check,REF-001207,True
1208,598.0,48,2025-11-15,174854,Wire,REF-001208,True
1209,598.0,48,2025-11-26,579278,Card,REF-001209,True
1210,599.0,48,2025-11-13,260804,Card,REF-001210,True
1211,599.0,48,2025-11-01,746235,ACH,REF-001211,True
1212,600.0,48,2025-10-03,1138380,ACH,REF-001212,True
1213,601.0,48,2025-10-01,492637,Wire,REF-001213,True
1214,601.0,48,2025-10-09,137832,ACH,REF-001214,True
1215,601.0,48,2025-10-17,432135,Wire,REF-001215,True
1216,602.0,48,2025-09-29,2538987,Card,REF-001216,True
1217,603.0,48,2026-01-04,748977,Card,REF-001217,True
1218,604.0,48,2025-10-18,574009,ACH,REF-001218,True
1219,605.0,48,2025-12-16,23142,ACH,REF-001219,True
1220,605.0,48,2025-12-23,72310,Wire,REF-001220,True
1221,606.0,49,2025-11-20,247245,Card,REF-001221,True
1222,606.0,49,2025-11-30,195595,Wire,REF-001222,True
1223,607.0,49,2025-11-14,35848,Card,REF-001223,True
1224,607.0,49,2025-12-03,33006,ACH,REF-001224,True
1225,608.0,49,2025-12-05,1343370,Card,REF-001225,True
1226,609.0,49,2025-11-16,163093,Wire,REF-001226,True
1227,609.0,49,2025-11-09,142785,ACH,REF-001227,True
1228,610.0,49,2025-10-31,217729,Card,REF-001228,True
1229,610.0,49,2025-10-09,360202,Check,REF-001229,True
1230,611.0,49,2026-01-01,268516,Wire,REF-001230,True
1231,611.0,49,2026-01-02,305972,Card,REF-001231,True
1232,612.0,49,2025-10-19,1298868,Wire,REF-001232,True
1233,613.0,49,2025-11-27,669833,Check,REF-001233,True
1234,614.0,49,2026-01-03,301190,Wire,REF-001234,True
1235,614.0,49,2025-12-04,272111,Check,REF-001235,True
1236,615.0,49,2025-12-11,634187,ACH,REF-001236,True
1237,615.0,49,2026-01-01,839079,ACH,REF-001237,True
1238,616.0,49,2025-10-18,187034,Card,REF-001238,True
1239,616.0,49,2025-12-02,126199,Check,REF-001239,True
1240,617.0,49,2025-12-11,565752,Check,REF-001240,True
1241,618.0,49,2025-12-06,321015,ACH,REF-001241,True
1242,618.0,49,2025-12-19,351205,Check,REF-001242,True
1243,619.0,49,2025-09-24,779412,ACH,REF-001243,True
1244,620.0,49,2025-09-01,281686,ACH,REF-001244,True
1245,620.0,49,2025-09-09,123573,Card,REF-001245,True
1246,620.0,49,2025-08-31,146059,ACH,REF-001246,True
1247,621.0,49,2025-09-21,687105,Wire,REF-001247,True
1248,621.0,49,2025-10-04,130970,Check,REF-001248,True
1249,621.0,49,2025-09-04,338724,ACH,REF-001249,True
1250,622.0,49,2025-08-22,132970,Card,REF-001250,True
1251,622.0,49,2025-10-05,39589,ACH,REF-001251,True
1252,622.0,49,2025-10-05,73755,Card,REF-001252,True
1253,623.0,50,2025-11-06,164042,Wire,REF-001253,True
1254,623.0,50,2025-11-20,81808,ACH,REF-001254,True
1255,623.0,50,2025-10-24,103418,Card,REF-001255,True
1256,624.0,50,2025-12-05,1495370,Check,REF-001256,True
1257,625.0,50,2025-11-10,1305667,Card,REF-001257,True
1258,626.0,50,2025-09-25,282441,Wire,REF-001258,True
1259,626.0,50,2025-10-24,192379,ACH,REF-001259,True
1260,627.0,50,2025-11-05,341514,Wire,REF-001260,True
1261,627.0,50,2025-10-10,236982,Card,REF-001261,True
1262,628.0,50,2025-09-14,107985,Wire,REF-001262,True
1263,628.0,50,2025-08-17,126546,ACH,REF-001263,True
1264,628.0,50,2025-08-04,279981,Check,REF-001264,True
1265,,28,2025-11-20,421400,Check,REF-001265,False
1266,,6,2025-11-16,283200,ACH,REF-001266,False
1267,,29,2025-11-20,478400,ACH,REF-001267,False
1268,,25,2025-11-11,238100,Card,REF-001268,False
1269,,50,2025-11-20,225400,ACH,REF-001269,False
1270,,27,2025-11-15,272300,Check,REF-001270,False
1271,,14,2025-11-14,135200,ACH,REF-001271,False
1272,,16,2025-11-14,95100,ACH,REF-001272,False
1273,,2,2025-11-16,225800,ACH,REF-001273,False
1274,,7,2025-11-11,463600,Wire,REF-001274,False
1275,,22,2025-11-18,383800,ACH,REF-001275,False
1276,,13,2025-11-14,402000,Card,REF-001276,False
1277,,45,2025-11-15,371800,Wire,REF-001277,False
1278,,37,2025-11-20,333700,Wire,REF-001278,False
1279,,39,2025-11-20,473900,ACH,REF-001279,False
1280,,34,2025-11-15,191900,Check,REF-001280,False
1281,,47,2025-11-18,341700,Check,REF-001281,False
1282,,32,2025-11-20,424400,ACH,REF-001282,False
1283,,41,2025-11-16,467500,Check,REF-001283,False
1284,,44,2025-11-12,136400,ACH,REF-001284,False
